Company_ID,Company_Name,Company_Industry,Company_Size,Company_Ownership,Company_Funding,Country,Interest_Area
CMP_S_1892,StrategicPartners,Automotive,Small business,Joint Venture,Series A,UK,Operations
CMP_C_1893,CreativeSolutions,Technology,Start-up,Private Sector,IPO,Canada,Data
CMP_A_1895,AdvancedTech,Banking,Large Enterprise,Public Sector,Bootstrapped,Sweden,Operations
CMP_F_1896,FutureVentures,Energy,Small business,Joint Venture,Series B,Colombia,Logistics
CMP_A_1897,AdvancedSolutions,Manufacturing,Large Enterprise,Private Sector,Series A,Japan,T&M
CMP_C_1898,CreativePartners,Energy,Start-up,Joint Venture,Bootstrapped,Saudi Arabia,Data
CMP_A_1899,AdvancedSystems,Technology,Small business,Public Sector,Seed,China,Staffing
CMP_D_1900,DynamicConsulting,Consulting,Medium Enterprise,Franchise,Bootstrapped,France,Operations
CMP_L_1902,LeadingSolutions,Real Estate,Start-up,Public Sector,Series A,Bahrain,Consulting
CMP_I_1903,InnovativeSystems,Energy,Start-up,Private Sector,Bootstrapped,Chile,Operations
CMP_S_1904,StrategicSystems,Finance,Start-up,Private Sector,Series A,Canada,Marketing
CMP_L_1907,LeadingSolutions,Healthcare,Small business,Franchise,Series A,Canada,Cloud
CMP_A_1910,AdvancedSolutions,Energy,Start-up,Franchise,IPO,Brazil,Operations
CMP_G_1911,GlobalSystems,Real Estate,Large Enterprise,Joint Venture,Bootstrapped,UAE,Consulting
CMP_L_1914,LeadingSystems,Manufacturing,Small business,Public Sector,Seed,Japan,T&M
CMP_I_1915,InnovativeConsulting,Pharmaceuticals,Medium Enterprise,Joint Venture,Seed,France,Engineering
CMP_G_1916,GlobalSolutions,Finance,Medium Enterprise,Joint Venture,Series A,Canada,Data
CMP_F_1917,FutureAnalytics,Telecommunications,Small business,Franchise,IPO,Morocco,Staffing
CMP_C_1918,CreativeSystems,Healthcare,Small business,Private Sector,IPO,USA,Data
CMP_F_1919,FuturePartners,Automotive,Start-up,Franchise,Series B,Switzerland,Operations
CMP_A_1920,AdvancedPartners,Finance,Small business,Joint Venture,Seed,Morocco,Service
CMP_S_1922,StrategicSolutions,Retail,Medium Enterprise,Public Sector,IPO,USA,Marketing
CMP_L_1924,LeadingSystems,Automotive,Start-up,Joint Venture,Series B,Netherlands,Operations
CMP_S_1925,StrategicAnalytics,Healthcare,Medium Enterprise,Joint Venture,Seed,USA,Cloud
CMP_I_1926,InnovativeSystems,Pharmaceuticals,Large Enterprise,Public Sector,Seed,France,Operations
CMP_G_1930,GlobalPartners,Banking,Start-up,Joint Venture,IPO,Netherlands,Operations
CMP_F_1931,FutureSystems,Finance,Medium Enterprise,Public Sector,IPO,Japan,Staffing
CMP_L_1932,LeadingAnalytics,Healthcare,Small business,Joint Venture,Series A,USA,Cloud
CMP_S_1934,StrategicSystems,Agriculture,Start-up,Joint Venture,IPO,Colombia,Operations
CMP_C_1935,CreativeVentures,Technology,Start-up,Franchise,Seed,Indonesia,AI
CMP_D_1936,DynamicSystems,Agriculture,Large Enterprise,Franchise,Bootstrapped,Mexico,Logistics
CMP_A_1939,AdvancedAnalytics,Energy,Start-up,Private Sector,Seed,Colombia,Logistics
CMP_S_1940,StrategicConsulting,Manufacturing,Small business,Joint Venture,Series A,Singapore,T&M
CMP_S_1942,StrategicPartners,Telecommunications,Medium Enterprise,Joint Venture,Seed,Mozambique,Service
CMP_I_1943,InnovativeIndustries,Telecommunications,Start-up,Joint Venture,IPO,Mozambique,Service
CMP_D_1945,DynamicAnalytics,Agriculture,Large Enterprise,Joint Venture,IPO,Chile,Logistics
CMP_D_1947,DynamicAnalytics,Automotive,Large Enterprise,Public Sector,Series A,UK,Consulting
CMP_C_1948,CreativeIndustries,Automotive,Medium Enterprise,Joint Venture,Series A,Israel,Engineering
CMP_I_1949,InnovativeTech,Healthcare,Start-up,Franchise,IPO,USA,Cloud
CMP_L_1950,LeadingVentures,Banking,Large Enterprise,Franchise,Series A,Bahrain,Data
CMP_C_1951,CreativeTech,Banking,Small business,Franchise,Seed,Qatar,Data
CMP_G_1952,GlobalIndustries,Banking,Large Enterprise,Joint Venture,Bootstrapped,Qatar,Data
CMP_A_1955,AdvancedSolutions,Finance,Small business,Joint Venture,Seed,Mozambique,Staffing
CMP_S_1956,StrategicConsulting,Finance,Large Enterprise,Franchise,Bootstrapped,Canada,Marketing
CMP_F_1957,FutureAnalytics,Agriculture,Large Enterprise,Public Sector,Series A,Argentina,Logistics
CMP_G_1958,GlobalIndustries,Finance,Large Enterprise,Private Sector,Series A,Australia,Staffing
CMP_L_1960,LeadingIndustries,Automotive,Start-up,Joint Venture,Series B,Netherlands,Consulting
CMP_F_1961,FutureSystems,Consulting,Large Enterprise,Private Sector,Series B,Switzerland,Operations
CMP_L_1962,LeadingVentures,Mining,Medium Enterprise,Public Sector,Series B,S. Africa,Staffing
CMP_G_1964,GlobalVentures,Energy,Start-up,Joint Venture,IPO,UAE,Data
CMP_G_1965,GlobalTech,Energy,Small business,Public Sector,Bootstrapped,Qatar,Data
CMP_C_1967,CreativeConsulting,Retail,Medium Enterprise,Private Sector,Bootstrapped,Canada,Marketing
CMP_A_1968,AdvancedSystems,Consulting,Small business,Franchise,Seed,Netherlands,Engineering
CMP_L_1969,LeadingVentures,Pharmaceuticals,Large Enterprise,Public Sector,Series A,Sweden,Consulting
CMP_S_1970,StrategicConsulting,Finance,Large Enterprise,Joint Venture,Series B,Mozambique,Staffing
CMP_A_1971,AdvancedSystems,Mining,Small business,Public Sector,Series A,Kenya,Staffing
CMP_G_1977,GlobalSystems,Finance,Small business,Private Sector,IPO,Kenya,Service
CMP_D_1978,DynamicVentures,Energy,Small business,Private Sector,Bootstrapped,UAE,Data
CMP_F_1980,FutureIndustries,Banking,Start-up,Joint Venture,Seed,Netherlands,Engineering
CMP_C_1981,CreativeSolutions,Retail,Small business,Private Sector,Bootstrapped,USA,Data
CMP_S_1982,StrategicConsulting,Real Estate,Small business,Joint Venture,Series A,Saudi Arabia,Data
CMP_F_1985,FuturePartners,Energy,Start-up,Private Sector,Seed,UAE,Consulting
CMP_G_1988,GlobalSystems,Retail,Medium Enterprise,Franchise,IPO,Canada,Marketing
CMP_G_1991,GlobalSystems,Finance,Medium Enterprise,Public Sector,Seed,Morocco,Service
CMP_G_1992,GlobalSystems,Banking,Medium Enterprise,Franchise,Seed,Israel,Operations
CMP_I_1993,InnovativeConsulting,Mining,Medium Enterprise,Joint Venture,Seed,S. Africa,Service
CMP_L_1996,LeadingPartners,Technology,Small business,Joint Venture,Series B,Canada,Marketing
CMP_I_1997,InnovativeAnalytics,Consulting,Start-up,Joint Venture,IPO,Switzerland,Operations
CMP_D_1998,DynamicConsulting,Finance,Large Enterprise,Private Sector,Seed,China,AI
CMP_G_1999,GlobalPartners,Telecommunications,Start-up,Franchise,Bootstrapped,Morocco,Staffing
CMP_G_2000,GlobalConsulting,Banking,Large Enterprise,Private Sector,Series B,UAE,Data
CMP_A_0110,AdvancedTech,Healthcare,Large Enterprise,Public Sector,Bootstrapped,USA,Data
CMP_L_0113,LeadingPartners,Retail,Start-up,Joint Venture,Bootstrapped,Canada,Cloud
CMP_I_0114,InnovativeTech,Technology,Small business,Private Sector,IPO,USA,Data
CMP_I_0115,InnovativeAnalytics,Real Estate,Small business,Public Sector,Series A,UAE,Data
CMP_F_0116,FutureConsulting,Manufacturing,Large Enterprise,Joint Venture,IPO,India,AI
CMP_S_0119,StrategicConsulting,Technology,Large Enterprise,Public Sector,Series A,Canada,Data
CMP_S_0121,StrategicIndustries,E-Commerce,Large Enterprise,Private Sector,Series B,Australia,AI
CMP_L_0122,LeadingConsulting,Consulting,Medium Enterprise,Franchise,IPO,Israel,Operations
CMP_A_0124,AdvancedTech,Mining,Large Enterprise,Private Sector,Series B,Mozambique,Service
CMP_I_0125,InnovativeSolutions,Manufacturing,Small business,Franchise,Seed,Argentina,Operations
CMP_S_0127,StrategicVentures,Automotive,Large Enterprise,Public Sector,Seed,Sweden,Consulting
CMP_I_0128,InnovativeAnalytics,Retail,Large Enterprise,Franchise,IPO,USA,Data
CMP_F_0132,FuturePartners,Finance,Start-up,Franchise,Seed,USA,Marketing
CMP_S_0133,StrategicTech,Energy,Small business,Private Sector,Seed,UAE,Consulting
CMP_A_0135,AdvancedPartners,Finance,Medium Enterprise,Franchise,Series B,Japan,Staffing
CMP_L_0136,LeadingSystems,Retail,Start-up,Public Sector,Seed,USA,Data
CMP_S_0140,StrategicSolutions,Technology,Large Enterprise,Private Sector,Series B,China,Staffing
CMP_I_0141,InnovativeSystems,Banking,Medium Enterprise,Private Sector,Series A,France,Consulting
CMP_L_0142,LeadingTech,Agriculture,Large Enterprise,Franchise,IPO,Mexico,Operations
CMP_L_0143,LeadingAnalytics,Technology,Start-up,Private Sector,Series B,Canada,Cloud
CMP_C_0144,CreativeTech,Finance,Small business,Franchise,IPO,USA,Data
CMP_S_0145,StrategicConsulting,Consulting,Large Enterprise,Joint Venture,Bootstrapped,France,Consulting
CMP_I_0147,InnovativeConsulting,Consulting,Large Enterprise,Private Sector,Series B,Switzerland,Engineering
CMP_F_0148,FutureSolutions,Agriculture,Start-up,Private Sector,Series B,Peru,Operations
CMP_S_0149,StrategicTech,Manufacturing,Start-up,Private Sector,Series A,Argentina,Operations
CMP_D_0150,DynamicVentures,Pharmaceuticals,Small business,Private Sector,Series A,UK,Engineering
CMP_G_0151,GlobalIndustries,Manufacturing,Large Enterprise,Private Sector,Seed,Singapore,AI
CMP_D_0153,DynamicAnalytics,Finance,Small business,Private Sector,Series B,Japan,Staffing
CMP_C_0154,CreativeVentures,Energy,Start-up,Public Sector,Seed,Peru,Operations
CMP_G_0156,GlobalSystems,Banking,Small business,Public Sector,Seed,Switzerland,Consulting
CMP_L_0157,LeadingIndustries,Pharmaceuticals,Small business,Private Sector,Seed,France,Consulting
CMP_F_0158,FutureConsulting,Banking,Medium Enterprise,Private Sector,Series B,Switzerland,Engineering
CMP_G_0160,GlobalConsulting,Manufacturing,Medium Enterprise,Public Sector,Series B,Colombia,Logistics
CMP_L_0163,LeadingSolutions,Agriculture,Start-up,Franchise,Bootstrapped,Colombia,Operations
CMP_D_0164,DynamicVentures,Technology,Small business,Franchise,Series A,Canada,Marketing
CMP_S_0165,StrategicPartners,Consulting,Small business,Franchise,IPO,Germany,Consulting
CMP_I_0167,InnovativeSolutions,Healthcare,Start-up,Joint Venture,Series B,USA,Marketing
CMP_D_0169,DynamicTech,Telecommunications,Start-up,Joint Venture,Series A,Kenya,Staffing
CMP_G_0170,GlobalTech,Pharmaceuticals,Small business,Public Sector,Bootstrapped,UK,Operations
CMP_C_0171,CreativeAnalytics,Banking,Start-up,Public Sector,Seed,France,Consulting
CMP_A_0172,AdvancedPartners,Agriculture,Medium Enterprise,Private Sector,IPO,Argentina,Logistics
CMP_A_0173,AdvancedSystems,Healthcare,Small business,Private Sector,IPO,Canada,Marketing
CMP_G_0174,GlobalAnalytics,Energy,Start-up,Private Sector,IPO,UAE,Data
CMP_C_0175,CreativePartners,Retail,Small business,Joint Venture,IPO,Canada,Cloud
CMP_C_0176,CreativeAnalytics,Banking,Small business,Joint Venture,Series B,Saudi Arabia,Data
CMP_L_0179,LeadingSolutions,Banking,Start-up,Private Sector,Series A,Saudi Arabia,Data
CMP_G_0181,GlobalAnalytics,Technology,Start-up,Joint Venture,Bootstrapped,Canada,Cloud
CMP_I_0182,InnovativeSystems,Consulting,Large Enterprise,Public Sector,Series A,Israel,Operations
CMP_F_0185,FutureSystems,Finance,Small business,Joint Venture,IPO,Mozambique,Staffing
CMP_L_0186,LeadingVentures,Technology,Small business,Public Sector,Bootstrapped,USA,Marketing
CMP_A_0187,AdvancedSolutions,Automotive,Small business,Public Sector,Seed,France,Consulting
CMP_I_0188,InnovativePartners,Telecommunications,Start-up,Public Sector,Seed,Kenya,Staffing
CMP_D_0190,DynamicConsulting,Finance,Medium Enterprise,Joint Venture,Bootstrapped,S. Africa,Staffing
CMP_G_0193,GlobalConsulting,Manufacturing,Large Enterprise,Joint Venture,IPO,Colombia,Operations
CMP_I_0194,InnovativeConsulting,Technology,Medium Enterprise,Private Sector,Seed,Canada,Data
CMP_D_0198,DynamicSystems,Telecommunications,Large Enterprise,Franchise,IPO,Kenya,Service
CMP_S_0199,StrategicAnalytics,Manufacturing,Large Enterprise,Joint Venture,Seed,Mexico,Logistics
CMP_D_0200,DynamicPartners,Healthcare,Medium Enterprise,Joint Venture,Seed,USA,Marketing
CMP_F_0201,FutureTech,Agriculture,Small business,Franchise,IPO,Peru,Operations
CMP_C_0203,CreativeAnalytics,Banking,Small business,Private Sector,Series B,Sweden,Engineering
CMP_S_0204,StrategicVentures,Finance,Small business,Joint Venture,Series A,S. Korea,Staffing
CMP_D_0206,DynamicTech,Banking,Large Enterprise,Private Sector,Seed,Bahrain,Data
CMP_I_0207,InnovativeTech,Healthcare,Medium Enterprise,Public Sector,IPO,Canada,Marketing
CMP_I_0208,InnovativeConsulting,Consulting,Large Enterprise,Public Sector,IPO,Israel,Consulting
CMP_G_0209,GlobalSolutions,Real Estate,Start-up,Public Sector,Series B,Saudi Arabia,Consulting
CMP_F_0210,FuturePartners,Finance,Small business,Public Sector,Series A,China,T&M
CMP_I_0211,InnovativeTech,E-Commerce,Start-up,Franchise,Series A,S. Korea,Staffing
CMP_D_0213,DynamicPartners,Mining,Small business,Franchise,IPO,S. Africa,Staffing
CMP_F_0214,FuturePartners,Energy,Start-up,Joint Venture,Seed,Chile,Logistics
CMP_G_0215,GlobalSystems,Automotive,Small business,Public Sector,IPO,Sweden,Operations
CMP_C_0216,CreativeSystems,E-Commerce,Small business,Franchise,Bootstrapped,New Zealand,T&M
CMP_F_0218,FutureSolutions,Automotive,Start-up,Public Sector,Seed,Israel,Engineering
CMP_F_0219,FutureConsulting,Manufacturing,Small business,Private Sector,IPO,Australia,AI
CMP_G_0221,GlobalConsulting,Banking,Small business,Private Sector,Series A,UAE,Consulting
CMP_S_0222,StrategicSystems,Technology,Large Enterprise,Public Sector,Series A,USA,Data
CMP_A_0223,AdvancedVentures,Finance,Small business,Joint Venture,Series A,USA,Marketing
CMP_G_0224,GlobalIndustries,Finance,Large Enterprise,Public Sector,IPO,India,T&M
CMP_L_0225,LeadingPartners,Banking,Start-up,Joint Venture,IPO,Saudi Arabia,Consulting
CMP_G_0228,GlobalTech,Pharmaceuticals,Start-up,Franchise,Bootstrapped,France,Engineering
CMP_I_0230,InnovativeTech,Real Estate,Large Enterprise,Private Sector,Bootstrapped,Saudi Arabia,Consulting
CMP_L_0231,LeadingSolutions,Telecommunications,Start-up,Private Sector,IPO,Morocco,Staffing
CMP_D_0232,DynamicSystems,Finance,Large Enterprise,Franchise,Bootstrapped,USA,Data
CMP_L_0234,LeadingSystems,Healthcare,Medium Enterprise,Franchise,IPO,Canada,Cloud
CMP_A_0237,AdvancedSystems,Manufacturing,Large Enterprise,Private Sector,IPO,Chile,Logistics
CMP_G_0238,GlobalSystems,Consulting,Small business,Public Sector,Series B,France,Engineering
CMP_G_0239,GlobalConsulting,Finance,Medium Enterprise,Franchise,IPO,Morocco,Staffing
CMP_S_0240,StrategicVentures,Finance,Small business,Public Sector,Series B,Morocco,Staffing
CMP_I_0242,InnovativeConsulting,Manufacturing,Medium Enterprise,Joint Venture,IPO,Japan,Staffing
CMP_I_0243,InnovativeVentures,Manufacturing,Medium Enterprise,Public Sector,Series A,China,Staffing
CMP_C_0244,CreativeSystems,E-Commerce,Medium Enterprise,Franchise,Seed,India,Staffing
CMP_F_0245,FutureConsulting,Retail,Small business,Public Sector,Seed,Canada,Marketing
CMP_F_0248,FutureTech,Pharmaceuticals,Large Enterprise,Joint Venture,Series A,Switzerland,Engineering
CMP_S_0249,StrategicPartners,Manufacturing,Medium Enterprise,Public Sector,IPO,Brazil,Logistics
CMP_C_0251,CreativeAnalytics,Manufacturing,Large Enterprise,Public Sector,Series B,Argentina,Logistics
CMP_G_0253,GlobalSolutions,Mining,Medium Enterprise,Franchise,Bootstrapped,S. Africa,Service
CMP_A_0254,AdvancedSystems,Finance,Large Enterprise,Joint Venture,Seed,USA,Cloud
CMP_C_0255,CreativeIndustries,Technology,Small business,Franchise,Seed,Canada,Cloud
CMP_G_0256,GlobalTech,Energy,Small business,Public Sector,Series B,Colombia,Operations
CMP_F_0257,FutureConsulting,Healthcare,Small business,Private Sector,Series A,USA,Marketing
CMP_D_0258,DynamicVentures,E-Commerce,Start-up,Franchise,Bootstrapped,India,AI
CMP_G_0259,GlobalSolutions,Manufacturing,Start-up,Franchise,Series B,Singapore,Staffing
CMP_G_0260,GlobalSolutions,Energy,Large Enterprise,Private Sector,Series B,Chile,Logistics
CMP_A_0263,AdvancedSystems,Real Estate,Start-up,Private Sector,Bootstrapped,UAE,Consulting
CMP_F_0264,FuturePartners,Real Estate,Large Enterprise,Private Sector,Series A,Qatar,Data
CMP_L_0265,LeadingVentures,Retail,Large Enterprise,Private Sector,Series A,Canada,Marketing
CMP_G_0266,GlobalSystems,Automotive,Medium Enterprise,Private Sector,Bootstrapped,Switzerland,Operations
CMP_L_0268,LeadingPartners,Banking,Small business,Franchise,Bootstrapped,UAE,Consulting
CMP_C_0269,CreativePartners,Banking,Medium Enterprise,Joint Venture,IPO,UAE,Data
CMP_L_0270,LeadingVentures,Technology,Large Enterprise,Private Sector,IPO,Indonesia,AI
CMP_C_0271,CreativeVentures,Banking,Small business,Franchise,Seed,Bahrain,Data
CMP_I_0272,InnovativeConsulting,Energy,Start-up,Private Sector,Seed,Chile,Logistics
CMP_S_0274,StrategicSolutions,Automotive,Start-up,Joint Venture,Bootstrapped,UK,Operations
CMP_F_0275,FutureSystems,Agriculture,Small business,Joint Venture,Series A,Colombia,Logistics
CMP_I_0277,InnovativeIndustries,Technology,Start-up,Public Sector,Series B,India,Staffing
CMP_C_0279,CreativePartners,Energy,Small business,Public Sector,Bootstrapped,Bahrain,Consulting
CMP_A_0281,AdvancedVentures,E-Commerce,Medium Enterprise,Franchise,Seed,China,AI
CMP_D_0283,DynamicSystems,Energy,Start-up,Franchise,Series B,Qatar,Consulting
CMP_C_0284,CreativePartners,Healthcare,Medium Enterprise,Joint Venture,Seed,Canada,Data
CMP_S_0285,StrategicIndustries,Manufacturing,Medium Enterprise,Franchise,IPO,Australia,T&M
CMP_D_0286,DynamicPartners,Banking,Small business,Public Sector,Seed,Netherlands,Operations
CMP_D_0288,DynamicConsulting,Finance,Start-up,Private Sector,Bootstrapped,Morocco,Service
CMP_D_0290,DynamicConsulting,Energy,Small business,Joint Venture,Bootstrapped,UAE,Consulting
CMP_L_0292,LeadingConsulting,Retail,Start-up,Private Sector,Bootstrapped,USA,Cloud
CMP_C_0293,CreativeIndustries,Energy,Start-up,Public Sector,Series A,Argentina,Logistics
CMP_F_0295,FutureTech,Pharmaceuticals,Start-up,Public Sector,Bootstrapped,UK,Consulting
CMP_D_0296,DynamicAnalytics,Energy,Start-up,Private Sector,IPO,Mexico,Operations
CMP_G_0297,GlobalPartners,Finance,Large Enterprise,Private Sector,Series A,Morocco,Service
CMP_G_0300,GlobalSystems,Technology,Medium Enterprise,Public Sector,IPO,USA,Marketing
CMP_D_0301,DynamicIndustries,Banking,Medium Enterprise,Joint Venture,Series B,Bahrain,Consulting
CMP_L_0303,LeadingPartners,Finance,Large Enterprise,Joint Venture,Bootstrapped,Canada,Marketing
CMP_C_0305,CreativeSolutions,Finance,Small business,Joint Venture,Series B,Canada,Data
CMP_A_0306,AdvancedSystems,Manufacturing,Small business,Private Sector,Seed,India,Staffing
CMP_F_0307,FutureSystems,Energy,Large Enterprise,Franchise,Seed,Argentina,Logistics
CMP_F_0311,FutureVentures,Technology,Large Enterprise,Public Sector,Series B,USA,Marketing
CMP_F_0313,FutureIndustries,Retail,Small business,Private Sector,Series B,Canada,Marketing
CMP_G_0314,GlobalConsulting,Automotive,Medium Enterprise,Private Sector,Series A,UK,Consulting
CMP_G_0315,GlobalPartners,Technology,Large Enterprise,Private Sector,Bootstrapped,Canada,Data
CMP_L_0316,LeadingSolutions,Finance,Start-up,Public Sector,Series A,New Zealand,AI
CMP_F_0318,FutureAnalytics,Manufacturing,Small business,Public Sector,Bootstrapped,Indonesia,AI
CMP_F_0319,FutureTech,Technology,Small business,Franchise,Series A,Australia,AI
CMP_C_0321,CreativeIndustries,Finance,Small business,Franchise,Series B,USA,Marketing
CMP_S_0323,StrategicIndustries,E-Commerce,Medium Enterprise,Private Sector,IPO,India,T&M
CMP_D_0324,DynamicPartners,Finance,Start-up,Franchise,Seed,Morocco,Staffing
CMP_D_0325,DynamicPartners,Finance,Large Enterprise,Private Sector,Seed,Canada,Cloud
CMP_L_0329,LeadingVentures,Finance,Medium Enterprise,Private Sector,Seed,Canada,Cloud
CMP_C_0331,CreativeIndustries,E-Commerce,Start-up,Joint Venture,Bootstrapped,Singapore,T&M
CMP_I_0334,InnovativeIndustries,Telecommunications,Start-up,Franchise,Series A,Morocco,Staffing
CMP_C_0336,CreativeSolutions,Manufacturing,Start-up,Joint Venture,Series B,Indonesia,T&M
CMP_L_0337,LeadingConsulting,Finance,Large Enterprise,Joint Venture,Series B,USA,Cloud
CMP_F_0339,FutureSolutions,Pharmaceuticals,Start-up,Joint Venture,Seed,Netherlands,Engineering
CMP_L_0341,LeadingSolutions,Technology,Small business,Franchise,IPO,Canada,Cloud
CMP_F_0342,FutureSystems,Retail,Large Enterprise,Private Sector,Seed,USA,Cloud
CMP_G_0343,GlobalAnalytics,Agriculture,Start-up,Franchise,IPO,Argentina,Operations
CMP_S_0345,StrategicPartners,Healthcare,Medium Enterprise,Public Sector,Series B,Canada,Data
CMP_I_0347,InnovativeVentures,Technology,Large Enterprise,Private Sector,Series B,S. Korea,Staffing
CMP_C_0349,CreativeConsulting,Retail,Medium Enterprise,Public Sector,Seed,USA,Marketing
CMP_G_0351,GlobalVentures,Technology,Small business,Public Sector,Series A,Canada,Marketing
CMP_L_0352,LeadingIndustries,E-Commerce,Large Enterprise,Franchise,Series A,Japan,AI
CMP_I_0353,InnovativeIndustries,Technology,Small business,Franchise,IPO,Canada,Data
CMP_L_0356,LeadingSystems,Banking,Start-up,Public Sector,IPO,Switzerland,Operations
CMP_L_0357,LeadingIndustries,Pharmaceuticals,Medium Enterprise,Private Sector,Series A,Germany,Consulting
CMP_D_0359,DynamicConsulting,Technology,Large Enterprise,Franchise,Bootstrapped,USA,Data
CMP_F_0362,FutureVentures,Finance,Large Enterprise,Joint Venture,Seed,USA,Data
CMP_S_0364,StrategicPartners,Healthcare,Large Enterprise,Private Sector,IPO,Canada,Data
CMP_D_0365,DynamicSolutions,Technology,Medium Enterprise,Franchise,Seed,India,T&M
CMP_S_0366,StrategicAnalytics,Manufacturing,Start-up,Public Sector,Series A,Colombia,Operations
CMP_G_0367,GlobalTech,Finance,Small business,Franchise,IPO,Kenya,Staffing
CMP_L_0368,LeadingConsulting,Finance,Small business,Joint Venture,Bootstrapped,Mozambique,Staffing
CMP_L_0369,LeadingSolutions,Real Estate,Medium Enterprise,Private Sector,IPO,Bahrain,Consulting
CMP_L_0370,LeadingConsulting,Finance,Small business,Private Sector,IPO,USA,Marketing
CMP_L_0371,LeadingPartners,Retail,Small business,Private Sector,Series B,USA,Marketing
CMP_G_0372,GlobalSolutions,Energy,Start-up,Private Sector,Seed,Brazil,Operations
CMP_D_0374,DynamicIndustries,Finance,Small business,Joint Venture,Bootstrapped,Japan,T&M
CMP_D_0377,DynamicPartners,E-Commerce,Medium Enterprise,Public Sector,IPO,Singapore,T&M
CMP_D_0379,DynamicSystems,Manufacturing,Start-up,Franchise,Series A,Colombia,Operations
CMP_L_0380,LeadingAnalytics,Energy,Small business,Public Sector,Seed,Saudi Arabia,Consulting
CMP_D_0381,DynamicAnalytics,Finance,Medium Enterprise,Private Sector,Seed,Morocco,Staffing
CMP_D_0382,DynamicSolutions,Manufacturing,Small business,Public Sector,Bootstrapped,Chile,Operations
CMP_F_0383,FutureTech,Real Estate,Medium Enterprise,Joint Venture,Bootstrapped,Qatar,Data
CMP_S_0384,StrategicSolutions,Retail,Small business,Franchise,IPO,Canada,Data
CMP_I_0385,InnovativeIndustries,Agriculture,Large Enterprise,Private Sector,Series B,Argentina,Logistics
CMP_C_0386,CreativeAnalytics,Manufacturing,Medium Enterprise,Franchise,IPO,Mexico,Operations
CMP_A_0392,AdvancedTech,E-Commerce,Start-up,Franchise,Seed,Indonesia,T&M
CMP_S_0393,StrategicIndustries,Mining,Small business,Franchise,Series A,Kenya,Staffing
CMP_S_0398,StrategicVentures,Energy,Start-up,Joint Venture,Seed,Qatar,Data
CMP_G_0399,GlobalAnalytics,Agriculture,Large Enterprise,Public Sector,IPO,Mexico,Operations
CMP_S_0400,StrategicSolutions,Telecommunications,Start-up,Private Sector,Bootstrapped,Mozambique,Service
CMP_S_0401,StrategicVentures,Finance,Small business,Public Sector,Seed,Canada,Cloud
CMP_L_0404,LeadingAnalytics,Retail,Start-up,Joint Venture,Seed,USA,Data
CMP_I_0405,InnovativeTech,Real Estate,Medium Enterprise,Joint Venture,Bootstrapped,UAE,Data
CMP_F_0406,FutureSolutions,Retail,Medium Enterprise,Franchise,Series B,Canada,Cloud
CMP_S_0409,StrategicAnalytics,Technology,Start-up,Joint Venture,IPO,India,Staffing
CMP_D_0410,DynamicAnalytics,Banking,Small business,Franchise,Series B,Netherlands,Engineering
CMP_G_0413,GlobalIndustries,Healthcare,Large Enterprise,Joint Venture,IPO,Canada,Cloud
CMP_C_0414,CreativeSolutions,Healthcare,Medium Enterprise,Public Sector,IPO,Canada,Data
CMP_A_0415,AdvancedConsulting,Technology,Large Enterprise,Private Sector,IPO,Canada,Marketing
CMP_D_0417,DynamicPartners,Real Estate,Large Enterprise,Public Sector,Seed,Qatar,Data
CMP_L_0418,LeadingConsulting,Mining,Small business,Private Sector,IPO,Kenya,Service
CMP_S_0419,StrategicAnalytics,Retail,Small business,Joint Venture,Bootstrapped,USA,Marketing
CMP_L_0420,LeadingPartners,Finance,Start-up,Private Sector,Series B,Singapore,T&M
CMP_D_0421,DynamicIndustries,Technology,Small business,Private Sector,IPO,China,T&M
CMP_G_0424,GlobalPartners,Agriculture,Medium Enterprise,Private Sector,Bootstrapped,Argentina,Logistics
CMP_D_0425,DynamicConsulting,Automotive,Start-up,Joint Venture,Bootstrapped,UK,Operations
CMP_I_0426,InnovativeIndustries,Technology,Large Enterprise,Joint Venture,Seed,USA,Cloud
CMP_A_0427,AdvancedSolutions,Healthcare,Start-up,Private Sector,Series B,USA,Marketing
CMP_S_0428,StrategicTech,Telecommunications,Small business,Joint Venture,Bootstrapped,Kenya,Service
CMP_F_0430,FutureAnalytics,Finance,Start-up,Private Sector,Seed,Kenya,Service
CMP_G_0431,GlobalPartners,Manufacturing,Medium Enterprise,Public Sector,Bootstrapped,Argentina,Operations
CMP_I_0437,InnovativeTech,Automotive,Small business,Public Sector,Seed,Israel,Operations
CMP_I_0438,InnovativeVentures,Mining,Large Enterprise,Public Sector,Seed,Kenya,Staffing
CMP_D_0439,DynamicIndustries,Finance,Medium Enterprise,Public Sector,IPO,S. Korea,AI
CMP_G_0440,GlobalAnalytics,Finance,Start-up,Private Sector,Bootstrapped,S. Korea,T&M
CMP_L_0441,LeadingAnalytics,Finance,Start-up,Public Sector,IPO,Indonesia,Staffing
CMP_A_0442,AdvancedSystems,Consulting,Start-up,Private Sector,Series A,France,Operations
CMP_I_0444,InnovativeIndustries,Consulting,Medium Enterprise,Joint Venture,Series B,Netherlands,Operations
CMP_C_0446,CreativeConsulting,Retail,Large Enterprise,Public Sector,Seed,USA,Cloud
CMP_D_0447,DynamicSolutions,Agriculture,Medium Enterprise,Joint Venture,Series B,Mexico,Logistics
